Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
Faith (Feat. Gracy Hopkins),Crayon,"HIZY의 '치명적인 목소리와 분위기, 몽환적인 사운드를 선사하는 노래'","그루브한, R&B/소울, 흐린날, 매혹적인","[17, 15, 15, 14, 13, 3]",12.833333333333334,4.561310727801336
Fake It,SIIGHTS,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"groove, 그루브, Pop, 카페, 매장","[19, 15, 17]",17.0,1.632993161855452
Fake Love,Drake,ISFP도 즐겨 듣는 외힙 플레이리스트 🎵,"2010년대, 출/퇴근길, 30대, 드라이브, 랩/힙합, 오늘의선곡","[17, 15, 15, 15, 16, 17, 12, 8, 17, 3, 5, 2]",11.833333333333334,5.505048188304582
Fake Smile,그리즐리 (Grizzly),"잠 못 드는 밤, 나만의 감성 플레이리스트","휴식, 국내음악, 집, 몽환적인, 새벽, 오늘의선곡","[16, 15, 15, 17, 13, 16, 15, 15, 8, 3]",13.3,4.172529209005013
Faking It,Sasha Alex Sloan,선선한 날씨 여유롭게 즐기는 선데이 바이브,"해외음악, 기분전환, 맑은날, 2010년대, 편안한, 부드러운","[16, 16, 18, 17, 17, 15, 15, 5, 7]",14.0,4.396968652757639
Fall,Chloe X Halle,흐린날의 회색 구름을 닮은 감성 POP,"오늘의선곡, R&B/소울, 2010년대, 그루브한, 몽환적인","[15, 15, 15, 15, 14, 15, 8, 5, 3]",11.666666666666666,4.642796092394707
Fall In Love,Yuno,힙한 카페 사장님이라면 무조건 좋아할 거야!,"카페, 힙한_느낌, 편집샵, 힙한","[19, 16, 17, 17, 13, 14, 4]",14.285714285714286,4.589250972631146
Fall In Love (Feat. 주보라),원써겐,추억이 새록새록 떠오르는 싸이월드 BGM,"브금, 20대, bgm, 30대","[7, 5]",6.0,1.0
Fall In Love Again,알레프 (ALEPH),모두가 잠든 밤에 혼자 듣고 싶은 노래들,"2010년대, 가을, 밤, 오늘의선곡","[15, 15, 15, 15, 8, 5]",12.166666666666666,4.099457958749614
Fall In Love Alone,Stacey Ryan,도입부 맛집 TOP100,"차트, 도입부","[18, 16]",17.0,1.0
Fallen,서인국,지칠 때 힘이 되는 감성 발라드,"2010년대, 출/퇴근길, 겨울, 애절한, 추운날, 스페셜추천, 국내음악","[16, 17, 13, 15, 16, 16, 17, 15, 3, 5, 0]",12.090909090909092,5.961307749365455
Fallen Leaf,Saib,도시의 여름을 담은 시원 달달 Lofi Mix,"편안한, 집, 따뜻한, 기분전환, 그루브한, 방해금지모드, 잔잔한, 2020년대, 집중, 해외음악","[16, 16, 18, 17, 15, 16, 17, 15, 15, 15, 16, 16, 16, 13, 15, 5, 7]",14.588235294117647,3.3265212977879277
Fallin,Malli,“인생곡 발견” 도입부부터 느낌오는 ᴘᴏᴘ vol.2,"잔잔한, 도입부, 드라이브, 감성팝, 출근길","[17, 15, 15, 17, 17, 16, 3, 2]",12.75,5.973901572674261
Fallin' (Feat. 일리닛),폴킴,내 마음을 따뜻하게 녹여줄 담요 같은 플레이리스트,"2010년대, 부드러운, 출/퇴근길, 오늘의선곡, 가요, 집","[15, 15, 16, 15, 16, 14, 8, 3, 5]",11.88888888888889,4.817662975261955
Fallin' All In You,Shawn Mendes,부담없이 즐기는 데일리 팝송,"편안한, 차트, 트렌디, 팝, TOP100, 산책, 기분전환, 포근한, 휴식, 잔잔한, 어쿠스틱, 인기","[16, 18, 17, 15, 16, 17, 17, 15, 18, 14, 15, 7, 7, 1]",13.785714285714286,4.901582418370789
Fallin' In,Mike Williams,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, Pop, 여행, 팝, 기분전환","[16, 18, 15, 17, 13, 13, 15, 7, 1]",12.777777777777779,5.137612454087508
Falling,Harry Styles,새벽 감성 터지는 Lofi 플레이리스트,"차트, 탑백, POP, 어쿠스틱, TOP100, 밤, 팝, 새벽, 2020년대, 휴가/여행","[15, 15, 18, 15, 17, 18, 15, 15, 7, 5, 4, 1]",12.083333333333334,5.780114377953279
Falling,Lil Mosey,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"드라이브, 기분전환, 그루브, 알앤비, 여행","[16, 18, 17, 15, 15, 13, 13, 15, 7, 2, 1]",12.0,5.656854249492381
Falling,존박,선선한 바람이 부는 밤에 듣는 플레이리스트,"감성발라드, 발라드, 집, 저녁, 초가을, 드라이브, ralalra, OST, 오늘의선곡, 거리, 가요, 흐린날, 새벽, 스토리가_있는_노래","[17, 17, 15, 15, 15, 9, 16, 15, 14, 15, 14, 13, 11, 8, 1, 2, 2, 0]",11.055555555555555,5.749127684771183
Falling Again,클랑 (KLANG),국내 넷플릭스 시리즈 OST 및 삽입곡,"OST, 사운드트랙, 넷플릭스, 넷플릭스오리지널",[3],3.0,0.0
Falling Slowly,Glen Hansard & Marketa Irglova,LP로 듣고 싶은 음악 TOP100,"팝, 어쿠스틱, TOP100, 인기","[17, 15, 15, 7]",13.5,3.840572873934304
Falling Slowly,Glen Hansard ＆ Marketa Irglova,로맨스 영화의 주인공이 되는 달콤한 음악들,"사랑, 발렌타인데이, 오늘의선곡, OST, 50대, 맑은날","[17, 15, 15, 16, 8, 5, 5, 2]",10.375,5.61109392186586
Falling in Moonlight (Feat. 다원),서교동의 밤,상반기 국내 추천 플레이리스트,"가요, 드라이브, 집","[17, 16, 14, 2]",12.25,6.015604707757983
Falling stars (Feat. shaltt),entoy,POP 갬성폭발 분위기 끝판왕 내 최애 팝송 모음,"기분전환, 분위기, 감성, 카페음악","[16, 16, 18, 15, 19, 9, 15, 15, 7]",14.444444444444445,3.715167443844553
Famous,The Internet,몸을 꿀렁이게 하는 감각적 그루브!,"2010년대, 하우스파티, POP, 오늘의선곡, 해외음악","[16, 15, 15, 17, 19, 18, 8, 5]",14.125,4.648588495446763
Fan,에픽하이 (EPIK HIGH),추억이 새록새록 떠오르는 싸이월드 BGM,"싸이월드, 노래방, 명곡, 드라이브, 추억, 기분전환, 브금, 발라드, bgm, 미니홈피","[16, 18, 17, 16, 9, 16, 14, 13, 7, 8, 15, 6, 6, 7, 1, 2, 1]",10.117647058823529,5.697082358966236
Fantastic (Feat. Mandy Ventrice),RM,모든 멤버가 월클! 방탄소년단 솔로곡 모음,"명곡, 대표곡, 솔로곡, 방탄소년단","[16, 8, 7, 4, 5]",8.0,4.242640687119285
Fantasy,The Springstill Band,봄이 기다려지는 재즈와 함께 따사로운 주말을~,"해외음악, 편안한, 휴식, 재즈","[16, 17, 17, 15, 17]",16.4,0.7999999999999999
Fantasy,noovv,긴장된 하루속 작은 여유를 선사할 플레이리스트,"R&B/소울, 오늘의선곡, 국내음악, 2020년대","[16, 15, 15, 13, 14, 8, 5]",12.285714285714286,3.8438925848782026
Far away,Joonand (주낸드),긴장된 하루속 작은 여유를 선사할 플레이리스트,"휴식, 가요, 국내음악, 2020년대","[16, 17, 13, 14, 5]",13.0,4.242640687119285
Farewell,Googolplex,가는 여름이 아쉬운 낭만러들을 위한 플레이리스트,"가요, 오늘의선곡, 몽환적인, 새벽, 집, 휴식","[15, 15, 17, 16, 14, 15, 15, 8, 3]",13.11111111111111,4.306182750016911
Fashion Hoarder (Feat. ZENE THE ZILLA),빈지노 (Beenzino),흐린 하루 기분UP! 시켜줄 쨍쨍한 힙합 뮤직,"여름, 랩/힙합, 해변, 맑은날, 운동, 드라이브, 기분전환, 밝은","[16, 18, 17, 17, 17, 15, 17, 12, 17, 9, 15, 7, 2, 1]",12.857142857142858,5.604298641695151
Fashion Week (Feat. AJ Tracey & MoStack),Steel Banglez,감성 만땅 충전시켜주는 삐삐의 플레이리스트,"TODAY PICK, 드라이브, 그루브한, 기분전환, 편안한","[16, 18, 17, 15, 15, 15, 15, 7, 2]",13.333333333333334,4.96655480858378
Fast Forward,전소미,댄스 TOP100,"틱톡, 릴스, 둠칫둠칫, 스트레스, 가요, 여름, TOP100, 아이돌, 탑백, 운동, 자존감, 드라이브, 인스타그램, 흥폭발, 차트, 파티","[17, 17, 14, 15, 18, 18, 15, 17, 19, 12, 12, 9, 9, 7, 5, 4, 6, 2, 1]",11.421052631578947,5.733702665851082
Fat Bottomed Girls (2011 Remaster),Queen,위대한 불후의 밴드 '퀸'의 음악들,"락/메탈, 40대, 50대, POP","[12, 12, 5]",9.666666666666666,3.2998316455372216
Faure : Sicilienne,Dave Grusin & Lee Ritenour,아침을 깨우는 커피와 기분 좋은 JAZZ,"40대, 재즈, 설렘, 일/공부, 연주음악, 편안한, 사랑, 밝은","[16, 15, 16, 19, 18, 17, 13, 12, 5]",14.555555555555555,3.9752319599996264
Favorite (Feat. 펀치넬로 (punchnello) & SOLE (쏠)),그리즐리 (Grizzly),선선한 여름밤에 듣는 감성 충전 음악들,"R&B/소울, 여름, 국내음악, 맑은날, 기분전환, 부드러운","[16, 16, 18, 17, 13, 17, 14, 15, 7, 1]",13.4,5.083306010855534
Favorite Monster,Derek Randall,"""이 노래 정말 좋다"" 감탄사 연발 POP ver.14","감성, 휴식, 드라이브, 발라드, 기분전환","[16, 18, 17, 17, 15, 9, 15, 7, 2]",12.88888888888889,5.23756611084119
Favorite Music (Feat. 길학미),ILLSON,추억이 새록새록 떠오르는 싸이월드 BGM,"bgm, 10대, 20대, 30대",[5],5.0,0.0
Favorite Remix (Feat. Kebee & The Quiett),버벌진트,추억이 새록새록 떠오르는 싸이월드 BGM,"20대, 30대, 10대, bgm",[5],5.0,0.0
Feather,Dirk Maassen,마음이 편안해지는 연주 음악,"아침, 2020년대, 뉴에이지, 휴식, 맑은날, 새벽, 레이블 PICK, 봄","[17, 17, 17, 14, 15, 13, 11, 5, 2]",12.333333333333334,5.14241620684717
Feblu,Flughand,빈티지 ᴮᴳᴹ 감성 뿜뿜 플리 ⋆⁺₊⋆,"집중, Lofi, 잔잔한, 공부, 휴식","[17, 16, 17, 19, 13]",16.4,1.9595917942265424
February 2017 (Feat. Clairo & Yaeji),Charli XCX,일상을 채우는 잔잔한 팝,"TODAY PICK, 워너뮤직, 잔잔한, 편안한, 집, 해외음악, POP","[16, 17, 15, 16, 17, 16, 4, 1]",12.75,5.994789404140899
February 3rd,Jorja Smith,조용한 방 안에서 가만히 누워 듣는 플레이리스트,"추운날, POP, 산책, 오후, 오늘의선곡, 따뜻한, 기분전환, 걷기, 편안한","[16, 18, 17, 15, 15, 15, 16, 15, 15, 8, 10, 15, 7]",14.0,3.281650616569468
Feel Good,SONIC STONES,한여름의 청량한 감성을 지닌 모던락,"휴식, 인디, 산책, 휴가/여행, 오늘의선곡","[15, 15, 17, 15, 16, 15, 10, 8, 1]",12.444444444444445,4.901498888913951
Feel It Still,Portugal. The Man,들을수록 이끌리는 내적 취향 플레이리스트,"출/퇴근길, 해외음악, 드라이브, POP, 거리, 저녁","[16, 17, 17, 15, 16, 14, 11, 3, 2]",12.333333333333334,5.5377492419453835
Feel Me,Selena Gomez,일상의 텐션으로 스위치 ON!,"POP, 휴식, 드라이브, 맑은날, 해외음악, 중독성, 출/퇴근길, 도입부, 외출, 설연휴특집","[16, 17, 17, 17, 17, 16, 15, 16, 16, 18, 13, 12, 12, 10, 3, 2]",13.5625,4.716576486181476
Feel My Rhythm,Red Velvet (레드벨벳),요즘 뭐 듣지?👀 텐션 상승되는 걸그룹 플리~,"여름, 기분전환, 국내, 헬스, 사랑, 좋아요10만, 회상, 댄스, 봄노래, 봄, 인기, 추억, 드라이브, 설렘, 벚꽃엔딩, 내적댄스, 댄서블한, 운동","[16, 18, 17, 16, 13, 18, 17, 15, 14, 15, 14, 16, 14, 13, 16, 15, 10, 12, 4, 5, 7, 2, 3, 1, 0]",11.64,5.698280442379087
Feel Right (Feat. Mystikal),Mark Ronson,가벼운 운동과 함께 듣기 좋은 팝 플레이리스트,"해외음악, 운동, 오늘의선곡, 힘찬, 봄, POP","[16, 15, 15, 17, 15, 14, 8, 0]",12.5,5.361902647381804
Feel Something,Fiji Blue,오늘 기분 맑음✨,"20대, 오후, 해외음악, 밝은, TODAY PICK, 2010년대","[16, 17, 15, 5]",13.25,4.815340071064556
Feel Special,TWICE (트와이스),2023 새해 첫 곡 TOP100,"탑백, TOP100","[18, 15, 4]",12.333333333333334,6.018490028422596
Feelin' Down,Selmer,산뜻한 기분 올려주는 기분-업 음악,"기분전환, 밝은, 해외음악, POP, 달콤한, 출/퇴근길","[16, 16, 18, 17, 15, 16, 12, 15, 3, 7, 0]",12.272727272727273,5.847935285845597
Feeling,홍지수 (ZISU),꽃피는 봄과 함께 찾아온 설렘이 느껴지는 음악,"따뜻한, 봄, 인디, 오늘의선곡","[15, 15, 14, 15, 10, 8]",12.833333333333334,2.7938424357067015
Feeling Free (With Pretty Boy Aaron),Two Another,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"Pop, 그루브, groove, 카페, 알앤비","[19, 15, 13, 13]",15.0,2.449489742783178
Feelings,Lauv,부쩍 따뜻해진 날씨에 듣는 기분전환 플레이리스트,"오늘의선곡, POP, 시원한, 휴식, 기분전환, 밝은, 2010년대, TODAY PICK","[16, 18, 15, 15, 17, 12, 8, 15, 5, 1, 7, 0]",10.75,6.057020719792859
Feelings (Feat. Kings),Stan Walker,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"그루브, 매장, 기분전환, 여행, groove","[16, 18, 15, 15, 17, 15, 7, 1]",13.0,5.5
Feels Like Summer,Samuel Jack,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"카페, 팝, 알앤비, 매장, 드라이브","[17, 19, 17, 17, 13, 13, 2]",14.0,5.31843156256751
Feels Like The First Time,Corinne Bailey Rae,"쌉싸름한 에스프레소 한 잔, 가볍게 즐기는 그루브","그루브한, 해외음악, 오늘의선곡, POP","[16, 15, 15, 17, 15, 15, 8]",14.428571428571429,2.718042512920064
Feels Like This,Maisie Peters,지친 나의 마음을 편안하게 만들어 줄 플레이리스트,"집, 편안한, 잔잔한, 출/퇴근길, 해외음악, 지침/힘듦","[16, 17, 15, 16, 15, 16, 17, 12, 12, 3, 0]",12.636363636363637,5.531278452791366
Festival,엄정화,가벼운 산책에 어울리는 탑골가요,"2000년대, 기분전환, 90년대, 댄서블한, 시원한, 스트레스/짜증, 운동, 자전거","[16, 18, 15, 17, 16, 16, 14, 12, 15, 10, 5, 1, 7, 0]",11.571428571428571,5.802884574739972
Fight Song,Rachel Platten,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"스트릿우먼, 스맨파, dance","[12, 11, 10, 10]",10.75,0.82915619758885
Fiji Fine,Bren Joy,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"카페, 그루브, 팝, groove, 기분전환","[16, 18, 19, 17, 15, 15, 7]",15.285714285714286,3.65334624358412
Fill Me Up,Timothy Auld,그윽한 향기로 가득한 감미롭고 부드러운 목소리,"POP, 오늘의선곡, 몽환적인, R&B/소울, 추운날, 집","[17, 15, 15, 16, 14, 15, 8, 3]",12.875,4.512136411945011
Finally,마마무(Mamamoo),뜨거운 여름을 시원하게 만들어 줄 플레이리스트,"휴가/여행, 가요, 아침, 아이돌, 여름, 2010년대, 국내음악, 운동","[16, 13, 15, 17, 14, 15, 15, 13, 12, 5, 2, 1]",11.5,5.330728530573158
Finally Alone,Matilda,오늘 기분 맑음✨,"2010년대, 밝은, TODAY PICK, 맑은날, 오후, 기분전환","[16, 18, 17, 15, 15, 5, 7]",13.285714285714286,4.742340763627952
Finally Came Around,Kevin Chung,향긋한 커피향만큼 음악이 좋았던 그 카페 #2,"편안한, 팝, 휴식, 힐링","[17, 15, 17, 17]",16.5,0.8660254037844386
Finally Feel Good,James Arthur,"편안한 주말, 편안하게 듣는 POP","부드러운, 편안한, 카페, 산책, 오늘의선곡","[15, 15, 15, 16, 19, 8]",14.666666666666666,3.2998316455372216
Find Someone Like You,Snoh Aalegra,"아무 생각 없이 듣기 좋은, 편안하고 감미로운 알앤비","오늘의선곡, 새벽, 편안한, 부드러운","[15, 15, 15, 15, 8]",13.6,2.8000000000000003
Find an Island,BENEE,일요일의 리듬은 딱 이 만큼 여유롭고 가뿐하게!,"POP, 여름, 기분전환, TODAY PICK, 산책","[16, 18, 16, 17, 15, 7, 1]",12.857142857142858,5.890150893739515
Find an Island (Explicit Ver.),BENEE,도입부터 너무 좋아! 호불호 안갈리는 팝송 ♪,"매장음악, 취향저격, 신나는, 편안한, 도입부","[16, 18, 15, 17, 16, 2]",14.0,5.446711546122731
Fine,태연 (TAEYEON),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"감성발라드, 좋아요10만, 기분전환, OST, 가을, 회상, 드라이브, 발라드, 센치한","[16, 18, 17, 15, 9, 15, 14, 15, 7, 2, 0]",11.636363636363637,5.912586378730581
Finer Things,Khalil Devonne,들을수록 이끌리는 내적 취향 플레이리스트,"거리, 오늘의선곡, 출/퇴근길, 그루브한, 매혹적인, TODAY PICK","[15, 15, 15, 16, 15, 15, 13, 11, 8, 3, 3]",11.727272727272727,4.672762645780508
Finesse,Bruno Mars,몸을 꿀렁이게 하는 감각적 그루브!,"POP, 댄서블한, 오늘의선곡, 하우스파티, 밤","[15, 15, 15, 16, 19, 18, 8, 10]",14.5,3.5
Fire,2NE1,2000년대 인기가요 띵곡 모음,"00년대, 휴식, 스트레스, 중독성, 노동요, MP3, 가을, 댄스, 스트릿우먼, 싸이월드, 힐링, 스웩, 멋짐, 명곡, 운동, dance, 힙합, 놀면뭐하니, 갈라토크쇼, 드라이브, 신나는, 걸크러쉬, 90년생","[17, 17, 18, 18, 15, 15, 16, 17, 17, 17, 13, 8, 17, 14, 10, 14, 12, 10, 11, 5, 10, 10, 6, 0, 2, 2, 1]",11.555555555555555,5.586580039989571
Fire Burning,MAALA,새벽 감성 터지는 Lofi 플레이리스트,"비오는날, 휴가/여행, 2020년대, POP, 여름, 2010년대, 해외음악","[16, 17, 17, 15, 17, 15, 13, 5, 1]",12.88888888888889,5.506449641495053
Fire Escape,Tall Heights,분위기에 매료되어 듣는 플레이리스트,"흐린날, 매혹적인, 새벽, 밤","[17, 15, 15, 13, 3]",12.6,4.963869458396343
Fire In Me,John Newman,세련된 분위기로 일렁이는 플레이리스트,"POP, 몽환적인, 라운지","[15, 13, 3]",10.333333333333334,5.2493385826745405
Fire In The Sky,Anderson .Paak,정말 가을이 오긴 오나보다,"유니버설뮤직, 드라이브, 가을, 기분전환","[16, 18, 17, 15, 16, 15, 12, 7, 1, 2]",11.9,5.974110812497538
Fireflies (Feat. Galician Army),Kelly Matejcic,기분업하기 좋은 트렌디한 사운드의 팝 #20,"Pop, 감각적인, 신나는, 트렌디, 기분전환","[16, 18, 18, 14, 17, 15, 7, 2, 3]",12.222222222222221,6.069555681665628
First Class,Jack Harlow,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"그루브, 매장, Pop, groove, 기분전환","[16, 18, 15, 17, 15, 7]",14.666666666666666,3.5901098714230026
First Date (Feat. Wade & Tyler Alexis),The Hauser Project,작업하기 좋은 핫플 카페에서 들었던 음악 TOP 100,"공부, 감성, 카페, 팝송, 기분전환","[16, 18, 15, 19, 17, 19, 16, 15, 1, 7]",14.3,5.496362433464518
First Grade,Lauv,겨울의 센치함을 더할 팝 플레이리스트,"집, POP, 지침/힘듦, 몽환적인, 휴식, 오늘의선곡","[15, 15, 17, 16, 15, 8, 12, 12, 0, 3]",11.3,5.514526271584895
First Love,방탄소년단,모든 멤버가 월클! 방탄소년단 솔로곡 모음,"솔로곡, 댄스, 명곡, 알앤비","[18, 16, 13, 13, 8, 7]",12.5,3.947573094109004
First Love Never Lasts,Kira Kosarin,"""이 노래 정말 좋다"" 감탄사 연발 POP ver.14","기분전환, 발라드, 드라이브, Pop, 산책","[16, 18, 17, 9, 16, 15, 7, 2]",12.5,5.408326913195984
First Time,Kygo & Ellie Goulding,시원하고 청량한 느낌의 일렉트로닉 팝,"오늘의선곡, 2010년대, 여름, 더운날, 기분전환","[16, 18, 17, 15, 15, 17, 8, 15, 5, 7, 1]",12.181818181818182,5.556620650885864
Fix Vision,Kyle Dion,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"그루브, 매장, 기분전환, Pop, 드라이브","[16, 18, 17, 15, 17, 15, 7, 2]",13.375,5.360445410597892
Fix You,Coldplay,가을엔 조금 센치해져도 괜찮아,"해외음악, 가을, 새벽, 휴식, 오늘의선곡, 몽환적인","[16, 15, 15, 17, 17, 15, 15, 15, 8, 3]",13.6,4.2708313008125245
Flashback,애프터스쿨,00년대생들의 심금을 울리는 2.5세대 아이돌 명곡,"봄, 기분전환, 추억, 드라이브, 아이돌","[16, 18, 17, 16, 14, 12, 15, 7, 2]",13.0,4.96655480858378
Flat Shoes (Feat. Lovey),크루셜스타 (CRUCiAL STAR),추억이 새록새록 떠오르는 싸이월드 BGM,"브금, 싸이월드, 20대, 30대","[7, 5, 2, 1]",3.75,2.384848003542364
Flicker,The Piano Guys,무한 스트리밍하고 싶은 피아노 연주곡 모음,"편안한, 레이블 PICK, 뉴에이지, 90년대, 새벽, 피아노, 2010년대, 흐린날","[17, 15, 17, 15, 11, 11, 5, 2]",11.625,5.218656436287025
Flight,한올,고요하게 여운을 남기는 발라드,"밤, 휴식, 오늘의선곡, 흐린날","[17, 15, 15, 17, 15, 8]",14.5,3.0413812651491097
Flipped Suite,Marc Shaiman,"나를 울고 웃게 했던, 로맨스 영화 속 OST","OST, 설렘, 사랑, TODAY PICK, 달콤한, 방해금지모드","[16, 12, 16, 16, 16, 12, 0]",12.571428571428571,5.421047417431508
Floating,Marrakech,겨울의 센치함을 더할 팝 플레이리스트,"2020년대, 지침/힘듦, TODAY PICK, POP, 집, 휴식","[17, 16, 12, 12, 0, 5]",10.333333333333334,6.018490028422596
