Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
여름날의 꿈,류태열,포근한 이불속에서 듣고 싶은 플레이리스트,"국내음악, 가요, 여름, 오늘의선곡, 따뜻한","[16, 15, 15, 13, 17, 14, 15, 8, 1]",12.666666666666666,4.784233364802441
여름낮,이스트코너 (East Corner),서늘한 강바람 맞으며 듣기 좋은 인디 음악,"2010년대, 카페, 가요, 오늘의선곡, 흐린날, 밤, 휴식, 부드러운","[17, 15, 15, 17, 19, 14, 15, 8, 5]",13.88888888888889,4.254264382017033
여름밤에 우린,스탠딩 에그,여름밤 산책하며 듣기 좋은 노래 TOP100,"감성, 차트, 산책, 탑백","[15, 16, 18, 18, 15, 4]",14.333333333333334,4.784233364802441
여름밤의 꿈 (Midnight Summer Dream),마마무(Mamamoo),"다가오는 여름, 꺼내 들어요!","저녁, 가요, 오늘의선곡, 신나는, 휴가/여행, 국내음악","[16, 15, 15, 13, 18, 15, 14, 15, 14, 8, 2, 1]",12.166666666666666,5.273097339852125
여름비,샘김 (Sam Kim),"2022, 나의 해방 플레이리스트","장마, 오늘의선곡, 드라이브, 인기, TOP100, 국내음악, 2020년대, OST, 비오는날","[16, 17, 17, 15, 15, 13, 15, 13, 8, 15, 0, 5, 2]",11.615384615384615,5.623282117691405
여름비 (Inspired by '비'),OLNL (오르내림) & 히피는 집시였다,비오는 날 생각나는 감성노래 모음,"부드러운, 2010년대, 발라드, 국내음악, 슬픔, 비오는날","[16, 17, 13, 9, 13, 8, 5]",11.571428571428571,4.06578556307363
여름아! 부탁해,인디고,여름에 무조건 들어야할 추억의 힛트쏭 모음zip..✰,"청량, 무더위, 여행, 기분전환, 여름, 바다","[16, 18, 15, 17, 16, 13, 9, 15, 10, 4, 7, 1]",11.75,5.277704677856337
여름안에서,듀스,지금 들어도 너무 신나는 90년대 레전드 댄스곡,"청량, 여름, 가을, 더위, 드라이브, 가요, 기분전환, 추억","[16, 18, 17, 16, 17, 15, 14, 16, 13, 9, 15, 7, 2, 1]",12.571428571428571,5.394630739571202
여름여름해 (Sunny Summer),여자친구 (GFRIEND),당장 떠나고픈 여름 여행 플레이리스트,"휴가/여행, 가요, 국내음악, 신나는, 더위, 매장음악, 드라이브, 신나는노래, 기분전환","[16, 16, 18, 17, 13, 18, 15, 14, 15, 17, 13, 13, 9, 15, 7, 2, 2, 1]",12.277777777777779,5.485390247998724
여름의 언덕,류석원,서늘한 강바람 맞으며 듣기 좋은 인디 음악,"가요, 저녁, 2010년대, 국내음악, 카페, 인디, 기분전환, 부드러운","[16, 16, 18, 13, 19, 14, 14, 10, 15, 5, 7]",13.363636363636363,4.183793999637763
여름이 들려 (Summer Comes),오마이걸 (OH MY GIRL),댄스 TOP100,"자존감, 내적댄스, 아이돌, 댄스, 가요, 청량, 장르탑백, 신나는, 기분전환, 운동","[16, 18, 18, 18, 14, 15, 18, 15, 16, 12, 15, 12, 7, 4, 7, 2, 2, 3]",11.777777777777779,5.778846055087041
여름이야기 (Sun Of Beach Mix),DJ DOC,신나는 여름 노래에 90-00년대 레트로 감성 한 스푼,"더위, 드라이브, 신나는, 휴식, 기분전환","[16, 18, 17, 17, 18, 13, 9, 15, 7, 2, 2]",12.181818181818182,5.890179528336387
여보야,엠투엠 (M To M),추억이 새록새록 떠오르는 싸이월드 BGM,"브금, 20대, 10대, 30대","[7, 5]",6.0,1.0
여성시대,씨야,2000년대 인기가요 띵곡 모음,"운동, 케이팝, 90년생, 2000년대에서2015년까지, 노동요, 가요, 감성, 발라드, 스트레스, MP3, kpop, 추억, 가을, 겨울","[16, 15, 9, 15, 14, 15, 17, 16, 17, 13, 13, 5, 6, 0, 2]",11.533333333333333,5.475602452901619
여수 밤바다,버스커 버스커,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"추억, 좋아요10만, 차트, 탑백, TOP100","[16, 18, 18, 15, 4]",14.2,5.230678732248808
여수 밤바다,버스커 버스커 (Busker Busker),별의 '좋은 기억으로 남은 사랑 노래',"봄, 발라드, 밤, 비오는날, 가요, 휴식, 이별, 가을","[17, 17, 9, 15, 14, 15, 14, 13, 9, 2]",12.5,4.387482193696061
여인의 향기,씨야,싸이월드 bgm 인기곡 차트를 휩쓴 추억의 노래들 (2005~2010),"추억, 감성, bgm, 기분전환, 미니홈피","[16, 18, 16, 15, 15, 6, 6, 7, 1]",11.11111111111111,5.743487992586705
여인의 향기,씨야 (SeeYa),지금 걷고 있는 산책로의 끝엔 코인노래방이 있다,"애절한, 잔잔한, 가요, 추억, 출/퇴근길, 국내음악, 걷기, 발라드","[16, 16, 13, 9, 15, 16, 14, 17, 10, 15, 3, 0]",12.0,5.275730597114805
여자,빅마마,90년대생들이 MP3에 넣고 다녔던 여자 발라드,"추억, 90년대, 노래방, 발라드, 가을","[16, 9, 15, 14, 13, 5]",12.0,3.8297084310253524
"여자는 말 못하고, 남자는 모르는 것들",정석,싸이월드 세대들의 추억의 발라드 BGM 100곡,"레트로, 슬픔, 발라드, 밤","[9, 15, 8]",10.666666666666666,3.0912061651652345
여자이니까,키스,90년대생들이 MP3에 넣고 다녔던 여자 발라드,"명곡, 00년대, 발라드, 도입부, 90년대","[9, 16, 16, 8, 5]",10.8,4.445222154178574
여자이니까,키스 (Kiss),[1990년] 싸이월드 부활 예고! 이 노래 ㄱ나니? 종합편,"오늘의선곡, 90년대, 발라드, 랩/힙합, TODAY PICK, 2000년대","[15, 15, 9, 17, 12, 8, 17, 5]",12.25,4.205650960315181
여전히 난 (Piano By AEV),신기남,NIDA의 '펑펑 울고 싶을 때 들으면 눈물 쏟아지는 노래',"밤, 흐린날, 스타플레이리스트, 비오는날","[17, 15, 13, 13, 12, 12, 2]",12.0,4.4077853201547175
여전히 아름다운지,세븐틴 (SEVENTEEN),"응답하라 제작진의 웰메이드 시리즈, 슬기로운 의사생활 1,2 OST","메디컬드라마, TVN, 슬의생, 슬기로운의사생활2, 추억, OST, 슬기로운의사생활, 일상","[16, 18, 16, 12, 15, 11, 11, 11, 7, 0, 6, 0]",10.25,5.717298313014636
여전히 아름다운지 (Drama Ver.),미도와 파라솔,"응답하라 제작진의 웰메이드 시리즈, 슬기로운 의사생활 1,2 OST","OST, 드라마, 메디컬드라마, 슬의생, 국내드라마, TVN, 추억, 기분전환","[16, 18, 16, 13, 12, 15, 7, 0, 7, 6]",11.0,5.458937625582473
여전히 아름답네요 (Feat. 권정열 Of 10cm),이루펀트,추억이 새록새록 떠오르는 싸이월드 BGM,"20대, 30대, 추억, 싸이월드","[16, 5, 2, 1]",6.0,5.958187643906492
여전히 행복했으면,윤딴딴,밤 거리를 걸으며 듣기 좋은 노래:),"발라드, 인디, 이별하고, 위로, 추억","[16, 9, 10, 9, 9, 3, 2]",8.285714285714286,4.333071682315172
여행,박원,여행의 지침서가 되어줄 플레이리스트,"가요, 국내음악, 휴가/여행","[16, 13, 15, 14, 15, 1]",12.333333333333334,5.153208277913436
여행,볼빨간사춘기,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"드라이브, 더위, 연휴, 추억, 좋아요10만, 기분전환, 청량, 여름, 휴가, TOP100, 차트","[16, 18, 17, 16, 17, 15, 18, 16, 13, 9, 13, 15, 7, 2, 1]",12.866666666666667,5.377318621353542
여행,황예린,서늘한 강바람 맞으며 듣기 좋은 인디 음악,"2010년대, 카페, 흐린날, 인디, 여름, 오늘의선곡, 가요, 국내음악","[16, 17, 15, 15, 13, 19, 17, 14, 10, 8, 5, 1]",12.5,5.204164998665331
여행 Again (Feat. Cautious Clay),빈지노 (Beenzino),둠칫한 감성 힙합 TOP100,"감성, 힙합, 인기","[15, 15, 17, 17, 15]",15.8,0.9797958971132713
역주행,프리티 브라운,차분한 감성 100% 충전,"집, 2010년대, 발라드, 안개낀날, R&B/소울, 레이블 PICK","[17, 9, 16, 17, 14, 6, 5, 2]",10.75,5.606915373001451
연,빅마마,추억이 새록새록 떠오르는 싸이월드 BGM,"bgm, 30대, 추억의, 브금, 20대, 90년대, 가을, 발라드","[16, 9, 15, 7, 5]",10.4,4.363484845854286
연안부두,김트리오,달리면서 듣는 적당한 템포의 국내 원조 시티팝 플레이리스트,"기분전환, 국내음악, 시원한, 가요","[16, 16, 18, 13, 14, 12, 15, 1, 7, 0]",11.2,6.04648658313239
연애 (Feat. Hanyi),프리스타일,추억이 새록새록 떠오르는 싸이월드 BGM,"추억의, 추억, 20대, bgm","[16, 5]",10.5,5.5
연애는 어떻게 하는 거였더라,요조,봄 날씨처럼 가볍고 따듯한 플레이리스트,"오후, 기분전환, 맑은날, 밝은, 달콤한, 따뜻한, 인디","[16, 18, 17, 15, 15, 10, 12, 15, 7, 0]",12.5,5.239274758971894
연애소설,가비엔제이,추억이 새록새록 떠오르는 싸이월드 BGM,"추억의, 30대, 가을, 운동, 브금, 10대, 기분전환, 케이팝, 2000년대에서2015년까지, 신나는, 90년대, kpop","[16, 18, 16, 18, 15, 15, 17, 13, 7, 15, 5, 7, 2, 2]",11.857142857142858,5.705350156490246
연애의 조건 (Love Options),베스티,00년대생들의 심금을 울리는 2.5세대 아이돌 명곡,"감성, 댄스, 스트레스, 00년대, 노래방","[15, 18, 17, 14, 13, 5]",13.666666666666666,4.2295258468165065
연연,성시경,가을 바람에 내 마음도 살랑살랑,"겨울, 발라드, 저녁, 싸이, 가요, 가을, TODAY PICK, 기분_전환, 인디, 달콤한","[16, 18, 9, 15, 14, 16, 14, 10, 12, 15, 7, 2, 0]",11.384615384615385,5.34269395513395
연예할래,박보람,0n년생들 듣자마자 벅차오르는 3세대 아이돌 명곡,"댄스, 노래방, 가을, 드라이브, 기분전환","[16, 18, 17, 18, 15, 14, 13, 15, 7, 2]",13.5,4.883646178829912
연인,룰라 (Roo' Ra),X세대 모여라! 이노랠 들으면 기분이 좋거든요~,"국내음악, 설연휴특집, 가요, 추억, 오늘의선곡, 휴가/여행","[16, 15, 15, 16, 13, 15, 16, 14, 15, 18, 8, 13, 12, 1]",13.357142857142858,4.116294152635403
연인,케빈오,"이별의 순간, 그 찰나의 감정을 담은 플레이리스트","추억, 슬픔, 여름, 휴식, 가을, 국내음악, 오늘의선곡, 흐린날, 드라이브, 가요","[16, 17, 17, 15, 15, 16, 17, 13, 17, 15, 14, 8, 8, 2, 1]",12.733333333333333,5.221323799787006
연정 (戀情),젝스키스,추억의 노동요 90-2000년대 신나는 댄스곡,"댄스, 헬스, 스트레스, 기분전환, 노동요","[16, 18, 18, 17, 14, 13, 15, 7, 0]",13.11111111111111,5.62621728940985
열대야,변하은,오늘 꼭! 들어봐야 할 최신 '인디',"weekly choice, 인디, 국내음악","[16, 13, 10]",13.0,2.449489742783178
열려라 그대 (Roopretelcham),앨리스 (ALICE),벅차오르는 감성을 지닌 걸그룹 플레이리스트,"국내음악, 2010년대, 댄스, 아이돌","[16, 13, 18, 12, 5, 2]",11.0,5.715476066494082
열애중,벤,NIDA의 '펑펑 울고 싶을 때 들으면 눈물 쏟아지는 노래',"스타플레이리스트, 국내음악, 감성, 새벽에, 밤, 벅차오르는, 추억, 비오는날","[16, 17, 16, 13, 15, 15, 15, 13, 13, 12, 12, 2]",13.25,3.7444403231101617
열어줘,Knock,뜨거운 여름을 시원하게 만들어 줄 플레이리스트,"여름, 가요, 기분전환, 2010년대, 댄스, 해변","[16, 18, 18, 17, 14, 9, 15, 5, 7, 1]",12.0,5.744562646538029
열정,유승준,추억의 노동요 90-2000년대 신나는 댄스곡,"드라이브, 헬스, 스트레스, 댄스, 흥겨운","[17, 18, 17, 14, 9, 2]",12.833333333333334,5.6984403324262525
염색 (Feat. 유라 (youra)),그루비룸 (GroovyRoom) & 릴러말즈 (Leellamarz),잠들기전 방에서 아늑하게 듣는 음악들,"20대, 그루브한, 새벽, R&B/소울, 밤","[15, 15, 15, 15, 14, 5]",13.166666666666666,3.6704525909242065
염장송,임종철,추억이 새록새록 떠오르는 싸이월드 BGM,"20대, 브금, bgm, 10대","[7, 5]",6.0,1.0
영아다방,빛과소음,"거, 음악 듣기 딱 좋은 날씨네..","인디, 봄, 저녁, 락/메탈, 매혹적인","[14, 14, 10, 13, 12, 12, 3]",11.142857142857142,3.562846832382836
영원,스카이,놀면뭐하니 MSG워너비 블라인드오디션 53곡,"놀면뭐하니, 발라드추천곡, 발라드, 오디션, 명곡, 예능","[9, 16, 17, 8, 8, 3]",10.166666666666666,4.879093722768149
영원보다 영원히 (With 정예원),Vlinds,"어느새 바람이 차가워진 요즘, 차분히 듣기 좋은 인디음악들.","20대, 2020년대, 집, 휴식, 가요, 오늘의선곡","[15, 15, 17, 16, 14, 8, 5]",12.857142857142858,4.189393799604337
영원한 사랑,핑클 (Fin.K.L),추억 돋는 90년대 댄스 TOP100,"기분전환, 노동요, 노래방, 운동, TOP100, 드라이브, 헬스, 댄스, 차트, 인기","[16, 18, 17, 18, 15, 15, 18, 14, 14, 13, 13, 15, 7, 0, 2]",13.0,5.41602560309064
"영원할 순 없을까 (feat. 1ho, 0back)",공기남,밤 거리를 걸으며 듣기 좋은 노래:),"산책해요, 새벽, 위로, 기분_전환, 인디","[16, 18, 16, 15, 10, 9, 15, 3, 7]",12.11111111111111,4.771313456351975
영화 같던 날,CHEEZE (치즈),내 마음을 따뜻하게 녹여줄 담요 같은 플레이리스트,"집, 부드러운, 출/퇴근길, 2010년대, 휴식, 가요","[17, 16, 15, 16, 14, 3, 5]",12.285714285714286,5.3375833406484015
영화 같은 사랑 (말하고 싶은 비밀 X 임한별),임한별,HOT TRENDY: '발라드' 신곡,"슬픈, 새벽, 발라드, 감성","[15, 9, 15]",13.0,2.8284271247461903
영화 속에 나오는 주인공처럼,펀치 (Punch),듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"설레는, 두근두근, 기분전환, 사랑","[16, 18, 16, 15, 12, 7]",14.0,3.605551275463989
영화관,Austn (오스틴),오늘 꼭! 들어봐야 할 최신 '인디',"weekly choice, 인디, 국내음악","[16, 13, 10]",13.0,2.449489742783178
예감 좋은 날,데이브레이크 (DAYBREAK),○ 리메이크로 다시 태어난 명곡들 VOL2 ○,추억,[16],16.0,0.0
예뻐보여,딘딘 (DINDIN),듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"설레는, 기분전환, 과몰입, 추억","[16, 18, 16, 15, 12, 6, 7]",12.857142857142858,4.356557337707688
예뻐서 (Feat. 루이 Of 긱스) (You're beautiful),유승우,듣기만 해도 연애하고 싶어지는 달달한 사랑 노래,"카페, 설렘, 잔잔한, 감성, 사랑","[15, 19, 17, 16, 12]",15.8,2.315167380558045
예뻐할께 (Feat. MC한길),타루,추억이 새록새록 떠오르는 싸이월드 BGM,"30대, bgm, 싸이월드, 20대","[5, 2, 1]",2.6666666666666665,1.699673171197595
예뻤어,DAY6 (데이식스),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"추억, 노래방, 좋아요10만, 드라이브, 기분전환, 감성, 힐링, 숨은명곡, 가을, 기분좋은","[16, 18, 17, 16, 15, 15, 16, 17, 14, 13, 8, 15, 7, 2]",13.5,4.436053587206925
예뻤어 (여름날 우리 X 김민석 (멜로망스)),김민석 (멜로망스),원곡만큼 좋은 리메이크 TOP100,"리메이크, 인기","[15, 8, 15, 2]",10.0,5.431390245600108
예쁘다,세븐틴 (SEVENTEEN),기분 좋은 여행길을 위한 가요 플레이리스트,"청량, 드라이브, 맑은날, 여행, 여름, 국내음악여름, 더위, 오후","[16, 17, 17, 13, 15, 17, 15, 16, 13, 9, 2, 1]",12.583333333333334,5.423073134507981
예쁘잖아,기리보이,그루브타고 싶어지는 매력적인 음악,"오후, 국내음악, 맑은날, 2010년대","[16, 17, 13, 15, 5]",13.2,4.308131845707604
예쁜 너니까,앤츠 (Ants),듣기만 해도 연애하고 싶어지는 달달한 사랑 노래,"달달한, 휴식, 기분좋은, 잔잔한, 행복","[16, 17, 17, 16, 15, 0]",13.5,6.075908711186061
오! 가니,컨츄리 꼬꼬,추억의 노동요 90-2000년대 신나는 댄스곡,"기분전환, 운동, 댄스, 흥겨운, 드라이브","[16, 18, 17, 18, 15, 15, 9, 7, 2]",13.0,5.333333333333333
오늘 같은 밤,마이큐 (MY Q),"여름날, 푸른 새벽부터 눈부신 밤까지의 음악들","새벽, 집, 국내음악, 가요, 우울, 오늘의선곡","[16, 15, 15, 13, 16, 14, 15, 8, 3]",12.777777777777779,4.15739709641549
오늘 같은 밤,이수영,매년 가을이면 떠오르는 아련한 감성의 Music ♪,"감성, OST, 기분전환, 아련한, 감성발라드","[16, 18, 15, 9, 2, 15, 7]",11.714285714285714,5.390846361175202
오늘 날씨 맑음,San E (산이),듣기만 해도 연애하고 싶어지는 달달한 사랑 노래,"감성, 기분좋은, 잔잔한, 사랑, 힐링","[16, 15, 17, 16, 17, 15]",16.0,0.816496580927726
오늘 바람,존박,매년 가을이면 떠오르는 아련한 감성의 Music ♪,"가을, 아련한, 드라이브, 추억, 감성발라드","[17, 16, 15, 9, 15, 2, 2]",10.857142857142858,6.0810847582265035
오늘 밤,보아 (BoA) & 매드클라운,가을 바람에 내 마음도 살랑살랑,"가요, 거리, 로맨틱한, 가을, 달콤한, 인디","[15, 14, 10, 12, 11, 7, 0]",9.857142857142858,4.703450752329808
오늘 밤 뭐해? (Prod. by 노르웨이 숲),유키카,잿빛 도시를 수 놓을 컬러풀 시티팝 플레이리스트,"오늘의선곡, 밝은, 국내음악, 기분전환, TODAY PICK, 여름","[16, 16, 18, 15, 15, 13, 17, 8, 15, 7, 1]",12.818181818181818,5.005781781067711
오늘 서울은 하루종일 맑음,헤이즈 (Heize),○ 리메이크로 다시 태어난 명곡들 VOL2 ○,리메이크,"[8, 2]",5.0,3.0
오늘 서울은 하루종일 맑음 (Vocal 윤하),토이 (Toy),비 내리는 날이면 생각날 노래들,"새벽, 오늘의선곡, 흐린날, 휴식, 밤, 비오는날, 추억, 가요","[17, 15, 15, 16, 17, 14, 15, 15, 13, 8]",14.5,2.4596747752497685
오늘 취하면 (Feat. 창모) (Prod. by SUGA),SURAN (수란),당신의 마음을 움직일 감각적인 R&B,"자전거, 댄서블한, 아이돌, 그루브한, 오늘의선곡, R&B/소울, 신나는, 밤, 가요, 힘찬","[15, 15, 18, 14, 15, 15, 15, 14, 16, 16, 12, 8, 10, 0, 7, 2, 2]",11.411764705882353,5.44554673460382
오늘 취하면 (Prod. by SUGA) (Inst.),SURAN (수란),내 기분 오늘 Chill&Groovy 한걸 🎶,"방해금지모드, 기분전환, 랩/힙합, 드라이브, 그루브한","[16, 18, 17, 15, 15, 17, 12, 16, 16, 16, 17, 15, 7, 2]",14.214285714285714,4.2958214153585415
오늘 하루,조여진 & 이나래,듣는 순간 기분 좋아지는 플레이리스트,"고백, 오늘의선곡, 밝은, 인디, 맑은날, 오후","[17, 15, 15, 15, 15, 10, 8, 7]",12.75,3.5619517121937516
오늘 헤어졌어요,윤하 (YOUNHA),"이별의 순간, 그 찰나의 감정을 담은 플레이리스트","탑백, 가을, 이별, 스타플레이리스트, 그리움, 가요, 2010년대, 휴식, 2000년대, 밤, 인기, 감성, 흐린날, 놀면뭐하니, 명곡, 추억, 슬픔, 싸이월드","[17, 16, 17, 15, 15, 14, 15, 18, 15, 16, 15, 9, 8, 13, 12, 12, 6, 8, 15, 5, 4, 2, 1]",11.652173913043478,5.044227830355887
오늘 헤어졌어요 (Feat. 다나카(TANAKA)),임한별,마음을 울리는 리메이크 발라드 명곡,"명곡, 감성, 감성발라드, 드라이브, 추억","[17, 16, 15, 9, 16, 8, 2]",11.857142857142858,5.221619109284876
오늘도 내 하루는 (Acoustic Ver.),제이유나 (J.UNA),마음이 쉬고 싶을 때 듣는 위로의 노래,"위로, 새벽, 집, 가을, 일/공부, 따뜻한, 슬픔, 산책, TODAY PICK, 드라이브","[17, 16, 16, 15, 15, 15, 19, 8, 18, 9, 3, 2]",12.75,5.539629951540085
오늘도 다른 여느 날과 같이 (Feat. 데니 안),인소윤 (In Soyoon),추억이 새록새록 떠오르는 싸이월드 BGM,"싸이월드, bgm, 30대, 추억의","[16, 5, 2, 1]",6.0,5.958187643906492
오늘도 빛나는 너에게,이영현,추억의 명곡! 세대초월 리메이크 노래,"명곡, 기분전환, 드라이브, OST","[16, 18, 17, 16, 8, 15, 7, 2]",12.375,5.498579361980693
오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"이별, 노래방, 새벽에, 가을, 외로운, 겨울, 감성, 탑백, 차트, 추억, 발라드, 운전, 달달, TOP100","[16, 15, 9, 15, 18, 16, 18, 15, 15, 9, 14, 13, 1, 4, 7, 2, 0]",11.0,5.940885257860046
오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),차분한 감성 100% 충전,"R&B/소울, 레이블 PICK, 국내음악, 발라드, 잔잔한, 안개낀날","[16, 17, 13, 9, 17, 17, 14, 6, 2]",12.333333333333334,5.163977794943222
오늘만큼은 (With 선우정아),임헌일,차가운 겨울의 분위기와 어울릴 플레이리스트,"추운날, 2010년대, 오늘의선곡, 발라드","[17, 15, 15, 9, 8, 5]",11.5,4.387482193696061
오늘밤 (Feat. Zudi),608,통통튀는 주말을 만들어 줄 플레이리스트,"댄서블한, 국내음악, 산책, 봄, 드라이브, 2010년대, 오늘의선곡","[16, 17, 15, 15, 13, 16, 14, 16, 8, 10, 5, 2]",12.25,4.692636075100363
오늘부터,윤현상,듣기만 해도 연애하고 싶어지는 달달한 사랑 노래,"사랑, 기분좋은, 잔잔한, 감성, 설렘","[16, 15, 17, 16, 15, 12]",15.166666666666666,1.5723301886761005
오늘부터 1일 (Day 1),케이윌,추천 ♬ 리뉴얼 준비중♪ No.00,"추억, 회상, 겨울, ralalra, 발라드","[16, 9, 16, 14, 0]",11.0,6.06630035524124
오늘부터 우리는 (Me gustas tu),여자친구 (GFRIEND),기분 좋은 여행길을 위한 가요 플레이리스트,"오늘의선곡, 기분전환, 국내음악, 오후, 드라이브, 2010년대","[16, 16, 18, 17, 15, 15, 13, 15, 8, 15, 5, 7, 2]",12.461538461538462,4.939875187077638
오늘은 (Duet With 박혜연),팔드로,추억이 새록새록 떠오르는 싸이월드 BGM,"브금, bgm, 10대, 추억의","[16, 7, 5]",9.333333333333334,4.784233364802441
오늘은 가지마 (2021),환희,○ 리메이크로 다시 태어난 명곡들 VOL2 ○,추억,[16],16.0,0.0
오늘은 다를거야 (Feat. nafla),미아 (Mia),재택근무 할 때 듣기 좋은 플레이리스트,"비오는날, R&B/소울, 발라드, 일/공부, 집, 레이블 PICK","[17, 9, 16, 17, 14, 13, 19, 18, 2]",13.88888888888889,5.086899174337598
오늘의 할 일,코가손,한여름의 청량한 감성을 지닌 모던락,"여름, 산책, 국내음악, 인디, 휴가/여행","[16, 13, 15, 16, 17, 15, 10, 1]",12.875,4.9355217555999085
오늘이야 (Good Day),유다빈밴드,듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"추억, 설레는, 청춘, 사랑","[16, 16, 12, 3]",11.75,5.3091901453988255
오다가 주웠다 (Gift),NOIR (느와르),스타플레이리스트 : 느와르의 '운동할 때 들으면 좋은 음악!',"운동, 스타플레이리스트, 2010년대, 댄스, 기분전환","[16, 18, 18, 15, 13, 12, 12, 15, 5, 7, 2]",12.090909090909092,5.053433494431744
오래도록 반짝이게 (With 정유빈),새봄 (saevom),밤 거리를 걸으며 듣기 좋은 노래:),"감성, 새벽, 기분_전환, 위로, 추억","[16, 18, 16, 15, 15, 9, 15, 3, 7]",12.666666666666666,4.784233364802441
오래된 일,카더가든,매년 가을이면 떠오르는 아련한 감성의 Music ♪,"OST, 가을, 발라드, 드라이브, 기분전환","[16, 18, 17, 9, 15, 15, 7, 2]",12.375,5.337075510052299
오래오래,바이브,바이브의 '유독 애정하는 바이브의 노래들',"가을, 애절한, 봄, 지침/힘듦, 발라드","[9, 15, 14, 12, 12, 0, 0]",8.857142857142858,5.865847190756518
오랜 날 오랜 밤,AKMU (악뮤),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"유야호, 좋아요10만, 발라드추천곡, 탑백, 가을, 놀면뭐하니노래, 기분좋은, 센치한, 여름밤, 힐링, 쌀쌀한, 발라드, 선선한, 오디션, 놀면뭐하니오디션곡, TOP100, 보컬그룹, msg워너비, SG워너비, 인기","[16, 9, 17, 15, 15, 18, 15, 15, 13, 17, 13, 17, 10, 8, 8, 15, 8, 2, 5, 8, 6, 2, 4, 1]",10.708333333333334,5.326655976209548
오랜만에,김현철,달리면서 듣는 적당한 템포의 국내 원조 시티팝 플레이리스트,"헬스, 90년대, 달리기, 국내음악","[16, 13, 14, 15, 15, 5, 0]",11.142857142857142,5.692816812906079
오랜만에 (디깅클럽서울 Ver.),죠지,막 몸이 이케이케 그루브 타는 플레이리스트,"사랑, 출/퇴근길, 발라드, 드라이브, 편안한, 봄, 부드러운, 국내음악","[16, 17, 13, 9, 15, 15, 16, 14, 16, 3, 2]",12.363636363636363,5.086036629345224
오랜만이야,한동근,추억의 명곡! 세대초월 리메이크 노래,"추억, 감성, OST, 발라드","[16, 15, 9]",13.333333333333334,3.0912061651652345
오랫동안,성시경,"2022, 나의 해방 플레이리스트","2020년대, 출/퇴근길, 국내음악, TODAY PICK, 드라이브, OST","[16, 17, 13, 15, 16, 3, 5, 2]",10.875,5.988269783501742
오로라 (Feat. 프롬),"김민규 (델리스파이스, 스위트피)","거, 음악 듣기 딱 좋은 날씨네..","락/메탈, 저녁, 매혹적인, 몽환적인, 산책","[16, 14, 15, 13, 12, 12, 3]",12.142857142857142,3.979539507766891
오르골 (Life Is Still Going On),NCT DREAM,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"좋아요10만, 추억",[16],16.0,0.0
오르막길,윤종신,루(RUE)의 '하루에 한 번 이상은 꼭 듣는 노래',"이별, 집, 부드러운, 우울","[16, 9, 3, 2]",7.5,5.5901699437494745
오르막길,정인,매년 가을이면 떠오르는 아련한 감성의 Music ♪,"감성, 발라드, 가을, OST, 추억","[16, 15, 9, 15]",13.75,2.7726341266023544
오르트구름,윤하 (YOUNHA),노래방에서 부르기 좋은 노래 TOP100,"역주행, 차트, TOP100, 탑백, 인스타그램, 도입부","[18, 18, 15, 16, 12, 3, 4]",12.285714285714286,5.872801368884133
오르페오 - 글룩,서혜경,모든 공간을 독서실로 만든다!,"일/공부, 레이블 PICK, 집중, 클래식","[16, 17, 19, 18, 16, 13, 2]",14.428571428571429,5.368084065158839
오리 날다 (영화 '권순분여사 납치사건' CF 테마송),체리필터 (cherryfilter),추억이 새록새록 떠오르는 싸이월드 BGM,"30대, 싸이월드, 20대, 10대","[5, 2, 1]",2.6666666666666665,1.699673171197595
오분 뒤에 봐,넬 (NELL),바람은 차고 마음은 쓰릴 때 이 플레이리스트와 함께 달려보는거야..,"가요, 국내음악, 2000년대, 슬픔, 드라이브, 외로움","[16, 17, 13, 14, 8, 11, 5, 2]",10.75,4.993746088859544
오빠바보,BeBe Mignon,추억이 새록새록 떠오르는 싸이월드 BGM,"30대, 브금, 10대, 싸이월드","[7, 5, 2, 1]",3.75,2.384848003542364
오빠차,인크레더블 & 타블로 & 지누션,기분 좋은 여행길을 위한 가요 플레이리스트,"드라이브, 밝은, 여름, 기분전환, 맑은날, 휴가/여행","[16, 18, 17, 17, 15, 17, 15, 15, 7, 2, 1]",12.727272727272727,5.986210048419755
오션힐링,파도 소리 & 최고의 바다 소리 & 자연 소리 예약,봄비의 푸르름을 담은 ASMR 사운드,"국내음악, 휴식, TODAY PICK, 기타, 스트레스/짜증, 여름","[16, 17, 13, 17, 17, 14, 15, 4, 1]",12.666666666666666,5.637178175095921
